PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
37257625,"Enhanced metabolism of 2,3',4,4',5-pentachlorobiphenyl (CB118) by bacterial cytochrome P450 monooxygenase mutants of Bacillus megaterium","Ishida Y, Goto E, Haga Y, Kubo M, Itoh T, Kasai C, Tsuzuki H, Nakamura M, Shoji O, Yamamoto K, Matsumura C, Nakano T, Inui H.",Sci Total Environ. 2023 Sep 10;890:164475. doi: 10.1016/j.scitotenv.2023.164475. Epub 2023 May 29.,Ishida Y,Sci Total Environ,2023,2023/5/31,,,10.1016/j.scitotenv.2023.164475
37256568,Cloning and Characterization of Cyp7a1 and Cyp27a1 Genes from the Non-Parasitic Japanese Lamprey Lethenteron reissneri,"Morii M, Hebiguchi T, Watanabe R, Yoshino H, Mezaki Y.",Zoolog Sci. 2023 Jun;40(3):208-218. doi: 10.2108/zs220072.,Morii M,Zoolog Sci,2023,2023/5/31,,,10.2108/zs220072
37196753,"Enzymatic activation in vitamin D signaling - Past, present and future","Norlin M, Wikvall K.",Arch Biochem Biophys. 2023 Jul 1;742:109639. doi: 10.1016/j.abb.2023.109639. Epub 2023 May 18.,Norlin M,Arch Biochem Biophys,2023,2023/5/17,,,10.1016/j.abb.2023.109639
37185532,Improving the Efficiency of Electrocatalysis of Cytochrome P450 3A4 by Modifying the Electrode with Membrane Protein Streptolysin O for Studying the Metabolic Transformations of Drugs,"Koroleva PI, Gilep AA, Kraevsky SV, Tsybruk TV, Shumyantseva VV.",Biosensors (Basel). 2023 Apr 4;13(4):457. doi: 10.3390/bios13040457.,Koroleva PI,Biosensors (Basel),2023,2023/5/15,PMC10136652,,10.3390/bios13040457
37156625,Development and Validation of a Proteomic Correlation Profiling Technique to Detect and Identify Enzymes Involved in Metabolism of Drugs of Concern,"Kudo T, Hashiba S, Fukami T, Morinaga G, Nishiyama K, Ichida H, Hirosawa K, Matsui A, Ishiguro N, Nakajima M.",Drug Metab Dispos. 2023 Jul;51(7):824-832. doi: 10.1124/dmd.122.001198. Epub 2023 May 8.,Kudo T,Drug Metab Dispos,2023,2023/5/8,,,10.1124/dmd.122.001198
37106650,Production of a Novel Protopanaxatriol-Type Ginsenoside by Yeast Cell Factories,"Zhou C, Gong T, Chen J, Chen T, Yang J, Zhu P.",Bioengineering (Basel). 2023 Apr 11;10(4):463. doi: 10.3390/bioengineering10040463.,Zhou C,Bioengineering (Basel),2023,2023/4/28,PMC10135449,,10.3390/bioengineering10040463
37090661,"Enantio- and Diastereoenriched Enzymatic Synthesis of 1,2,3-Polysubstituted Cyclopropanes from (Z/E)-Trisubstituted Enol Acetates","Mao R, Wackelin DJ, Jamieson CS, Rogge T, Gao S, Das A, Taylor DM, Houk KN, Arnold FH.",Res Sq [Preprint]. 2023 Apr 12:rs.3.rs-2802333. doi: 10.21203/rs.3.rs-2802333/v1.,Mao R,Res Sq,2023,2023/4/24,PMC10120758,,10.21203/rs.3.rs-2802333/v1
37086399,Elucidation of a Dearomatization Route in the Biosynthesis of Oxysporidinone Involving a TenA-like Cytochrome P450 Enzyme,"Li D, Wang W, Xu K, Li J, Long B, Li Z, Tan G, Yu X.",Angew Chem Int Ed Engl. 2023 Jun 19;62(25):e202301976. doi: 10.1002/anie.202301976. Epub 2023 May 9.,Li D,Angew Chem Int Ed Engl,2023,2023/4/22,,,10.1002/anie.202301976
37032489,Attenuation of phenobarbital-induced cytochrome P450 expression in carbon tetrachloride-induced hepatitis in mice models,"Fujino C, Kuzu T, Kubo Y, Hayashi K, Ueshima S, Katsura T.",Biopharm Drug Dispos. 2023 Oct;44(5):351-357. doi: 10.1002/bdd.2356. Epub 2023 Apr 9.,Fujino C,Biopharm Drug Dispos,2023,2023/4/10,,,10.1002/bdd.2356
36931895,Cytochromes P450 involved in bacterial RiPP biosyntheses,"Kunakom S, Otani H, Udwary DW, Doering DT, Mouncey NJ.",J Ind Microbiol Biotechnol. 2023 Feb 17;50(1):kuad005. doi: 10.1093/jimb/kuad005.,Kunakom S,J Ind Microbiol Biotechnol,2023,2023/3/17,PMC10124130,,10.1093/jimb/kuad005
36858575,Development of a Simultaneous Liquid Chromatography-Tandem Mass Spectrometry Analytical Method for Urinary Endogenous Substrates and Metabolites for Predicting Cytochrome P450 3A4 Activity,"Kumondai M, Maekawa M, Hishinuma E, Sato Y, Sato T, Kikuchi M, Hiratsuka M, Mano N.",Biol Pharm Bull. 2023;46(3):455-463. doi: 10.1248/bpb.b22-00840.,Kumondai M,Biol Pharm Bull,2023,2023/3/1,,,10.1248/bpb.b22-00840
36848686,CYP102A1 peroxygenase catalyzed reaction via in situ H(2)O(2) generation,"Hardiyanti Oktavia FAR, Nguyen NA, Park CM, Cha GS, Nguyen THH, Yun CH.",J Inorg Biochem. 2023 May;242:112165. doi: 10.1016/j.jinorgbio.2023.112165. Epub 2023 Feb 24.,Hardiyanti Oktavia FAR,J Inorg Biochem,2023,2023/2/27,,,10.1016/j.jinorgbio.2023.112165
36815048,Late-stage cascade of oxidation reactions during the biosynthesis of oxalicine B in Penicillium oxalicum,"Zhang T, Gu G, Liu G, Su J, Zhan Z, Zhao J, Qian J, Cai G, Cen S, Zhang D, Yu L.",Acta Pharm Sin B. 2023 Jan;13(1):256-270. doi: 10.1016/j.apsb.2022.09.008. Epub 2022 Sep 13.,Zhang T,Acta Pharm Sin B,2023,2023/2/23,PMC9939320,,10.1016/j.apsb.2022.09.008
36704308,Identification of an indole biodegradation gene cluster from Providencia rettgeri and its contribution in selectively biosynthesizing Tyrian purple,"Li F, Deng H, Zhong B, Ruan B, Zhao X, Luo X.",Front Bioeng Biotechnol. 2023 Jan 10;10:1109929. doi: 10.3389/fbioe.2022.1109929. eCollection 2022.,Li F,Front Bioeng Biotechnol,2023,2023/1/27,PMC9871250,,10.3389/fbioe.2022.1109929
36678652,Roles of Human Liver Cytochrome P450 Enzymes in Tenatoprazole Metabolism,"Le TK, Park YJ, Cha GS, Oktavia FARH, Kim DH, Yun CH.",Pharmaceutics. 2022 Dec 21;15(1):23. doi: 10.3390/pharmaceutics15010023.,Le TK,Pharmaceutics,2022,2023/1/21,PMC9863764,,10.3390/pharmaceutics15010023
38516347,The Role of Cytochrome P450 AbyV in the Final Stages of Abyssomicin C Biosynthesis,"Devine AJ, Parnell AE, Back CR, Lees NR, Johns ST, Zulkepli AZ, Barringer R, Zorn K, Stach JEM, Crump MP, Hayes MA, van der Kamp MW, Race PR, Willis CL.",Angew Chem Weinheim Bergstr Ger. 2023 Jan 16;135(3):e202213053. doi: 10.1002/ange.202213053. Epub 2022 Dec 8.,Devine AJ,Angew Chem Weinheim Bergstr Ger,2023,2024/3/22,PMC10952897,,10.1002/ange.202213053
36542059,Enantioselective Single and Dual α-C-H Bond Functionalization of Cyclic Amines via Enzymatic Carbene Transfer,"Ren X, Couture BM, Liu N, Lall MS, Kohrt JT, Fasan R.",J Am Chem Soc. 2023 Jan 11;145(1):537-550. doi: 10.1021/jacs.2c10775. Epub 2022 Dec 21.,Ren X,J Am Chem Soc,2023,2022/12/21,PMC9837850,NIHMS1861408,10.1021/jacs.2c10775
36446195,Bioelectrochemical platform with human monooxygenases: FMO1 and CYP3A4 tandem reactions with phorate,"Cheropkina H, Catucci G, Cesano F, Marucco A, Gilardi G, Sadeghi SJ.",Bioelectrochemistry. 2023 Apr;150:108327. doi: 10.1016/j.bioelechem.2022.108327. Epub 2022 Nov 23.,Cheropkina H,Bioelectrochemistry,2023,2022/11/29,,,10.1016/j.bioelechem.2022.108327
36417593,Regiodivergent and Enantioselective Hydroxylation of C-H bonds by Synergistic Use of Protein Engineering and Exogenous Dual-Functional Small Molecules,"Chen J, Dong S, Fang W, Jiang Y, Chen Z, Qin X, Wang C, Zhou H, Jin L, Feng Y, Wang B, Cong Z.",Angew Chem Int Ed Engl. 2023 Jan 23;62(4):e202215088. doi: 10.1002/anie.202215088. Epub 2022 Dec 14.,Chen J,Angew Chem Int Ed Engl,2023,2022/11/23,,,10.1002/anie.202215088
36380557,Mechanism of Melatonin Metabolism by CYP1A1: What Determines the Bifurcation Pathways of Hydroxylation versus Deformylation?,"Mokkawes T, Lim ZQ, de Visser SP.",J Phys Chem B. 2022 Nov 24;126(46):9591-9606. doi: 10.1021/acs.jpcb.2c07200. Epub 2022 Nov 15.,Mokkawes T,J Phys Chem B,2022,2022/11/16,PMC9706573,,10.1021/acs.jpcb.2c07200
36354366,Combined photoredox/engineered P450 enzymatic direct dioxygen-functionalization of arylalkanes to chiral acyloins,"Wang J, Wang H, Wei C, Zhang L, Cui B, Wang Z, Zhang Y, Wan N, Aisa HA, Chen Y.",Org Biomol Chem. 2022 Nov 30;20(46):9085-9092. doi: 10.1039/d2ob01769e.,Wang J,Org Biomol Chem,2022,2022/11/10,,,10.1039/d2ob01769e
36349266,Deciphering and reprogramming the cyclization regioselectivity in bifurcation of indole alkaloid biosynthesis,"Wang Z, Xiao Y, Wu S, Chen J, Li A, Tatsis EC.",Chem Sci. 2022 Sep 28;13(42):12389-12395. doi: 10.1039/d2sc03612f. eCollection 2022 Nov 2.,Wang Z,Chem Sci,2022,2022/11/9,PMC9628931,,10.1039/d2sc03612f
36328446,[Protein-Protein Interactions as Underlying Regulatory Mechanisms of Drug-metabolizing Enzyme Function],Miyauchi Y.,Yakugaku Zasshi. 2022;142(11):1169-1175. doi: 10.1248/yakushi.22-00124.,Miyauchi Y,Yakugaku Zasshi,2022,2022/11/3,,,10.1248/yakushi.22-00124
36314667,The Role of Cytochrome P450 AbyV in the Final Stages of Abyssomicin C Biosynthesis,"Devine AJ, Parnell AE, Back CR, Lees NR, Johns ST, Zulkepli AZ, Barringer R, Zorn K, Stach JEM, Crump MP, Hayes MA, van der Kamp MW, Race PR, Willis CL.",Angew Chem Int Ed Engl. 2023 Jan 16;62(3):e202213053. doi: 10.1002/anie.202213053. Epub 2022 Dec 8.,Devine AJ,Angew Chem Int Ed Engl,2023,2022/10/31,PMC10107801,,10.1002/anie.202213053
36174335,Biotransformation of phenytoin in the electrochemically-driven CYP2C19 system,"Kuzikov AV, Filippova TA, Masamrekh RA, Shumyantseva VV.",Biophys Chem. 2022 Dec;291:106894. doi: 10.1016/j.bpc.2022.106894. Epub 2022 Sep 18.,Kuzikov AV,Biophys Chem,2022,2022/9/29,,,10.1016/j.bpc.2022.106894
36045607,Metabolic clearance of select opioids and opioid antagonists using hepatic spheroids and recombinant cytochrome P450 enzymes,"Tuet WY, Pierce SA, Conroy M, Vignola JN, Tressler J, diTargiani RC, McCranor BJ, Wong B.",Pharmacol Res Perspect. 2022 Oct;10(5):e01000. doi: 10.1002/prp2.1000.,Tuet WY,Pharmacol Res Perspect,2022,2022/9/1,PMC9433823,,10.1002/prp2.1000
38647597,Regiospecific C-H amination of (-)-limonene into (-)-perillamine by multi-enzymatic cascade reactions,"Ge Y, Huang ZY, Pan J, Li CX, Zheng GW, Xu JH.",Bioresour Bioprocess. 2022 Aug 26;9(1):88. doi: 10.1186/s40643-022-00571-x.,Ge Y,Bioresour Bioprocess,2022,2024/4/22,PMC10992285,,10.1186/s40643-022-00571-x
35998887,Enzymatic Control over Reactive Intermediates Enables Direct Oxidation of Alkenes to Carbonyls by a P450 Iron-Oxo Species,"Soler J, Gergel S, Klaus C, Hammer SC, Garcia-Borràs M.",J Am Chem Soc. 2022 Sep 7;144(35):15954-15968. doi: 10.1021/jacs.2c02567. Epub 2022 Aug 23.,Soler J,J Am Chem Soc,2022,2022/8/23,PMC9460782,,10.1021/jacs.2c02567
35940219,Expression of CYP450 enzymes in human fetal membranes and its implications in xenobiotic metabolism during pregnancy,"Kammala AK, Lintao RCV, Vora N, Mosebarger A, Khanipov K, Golovko G, Yaklic JL, Peltier MR, Conrads TP, Menon R.",Life Sci. 2022 Oct 15;307:120867. doi: 10.1016/j.lfs.2022.120867. Epub 2022 Aug 6.,Kammala AK,Life Sci,2022,2022/8/8,,,10.1016/j.lfs.2022.120867
35934685,Functional Characterization of Drosophila melanogaster CYP6A8 Fatty Acid Hydroxylase,"Lee SA, Kim V, Choi B, Lee H, Chun YJ, Cho KS, Kim D.",Biomol Ther (Seoul). 2023 Jan 1;31(1):82-88. doi: 10.4062/biomolther.2022.084. Epub 2022 Aug 8.,Lee SA,Biomol Ther (Seoul),2023,2022/8/7,PMC9810445,,10.4062/biomolther.2022.084
35926175,How Do Metalloproteins Tame the Fenton Reaction and Utilize •OH Radicals in Constructive Manners?,"Wang B, Zhang X, Fang W, Rovira C, Shaik S.",Acc Chem Res. 2022 Aug 16;55(16):2280-2290. doi: 10.1021/acs.accounts.2c00304. Epub 2022 Aug 4.,Wang B,Acc Chem Res,2022,2022/8/4,,,10.1021/acs.accounts.2c00304
35841668,Recent developments in promiscuous enzymatic reactions for carbon-nitrogen bond formation,"Xia H, Song J, Li C, Xue F.",Bioorg Chem. 2022 Oct;127:106014. doi: 10.1016/j.bioorg.2022.106014. Epub 2022 Jul 9.,Xia H,Bioorg Chem,2022,2022/7/16,,,10.1016/j.bioorg.2022.106014
35839594,"Biotransformation of sulfamethoxazole by microalgae: Removal efficiency, pathways, and mechanisms","Chu Y, Zhang C, Wang R, Chen X, Ren N, Ho SH.",Water Res. 2022 Aug 1;221:118834. doi: 10.1016/j.watres.2022.118834. Epub 2022 Jul 7.,Chu Y,Water Res,2022,2022/7/15,,,10.1016/j.watres.2022.118834
35830682,Engineered P450 Atom-Transfer Radical Cyclases are Bifunctional Biocatalysts: Reaction Mechanism and Origin of Enantioselectivity,"Fu Y, Chen H, Fu W, Garcia-Borràs M, Yang Y, Liu P.",J Am Chem Soc. 2022 Jul 27;144(29):13344-13355. doi: 10.1021/jacs.2c04937. Epub 2022 Jul 13.,Fu Y,J Am Chem Soc,2022,2022/7/13,PMC9339536,NIHMS1823669,10.1021/jacs.2c04937
35732940,Semisynthesis of Bis-Indole Alkaloid (-)-Melodinine K Enabled by a Combination of Biotransformation and Chemical Synthesis,"Gardner A, Andrade RB.",Methods Mol Biol. 2022;2505:101-112. doi: 10.1007/978-1-0716-2349-7_8.,Gardner A,Methods Mol Biol,2022,2022/6/22,,,10.1007/978-1-0716-2349-7_8
35601824,Current state and future perspectives of cytochrome P450 enzymes for C-H and C=C oxygenation,"Yan Y, Wu J, Hu G, Gao C, Guo L, Chen X, Liu L, Song W.",Synth Syst Biotechnol. 2022 May 8;7(3):887-899. doi: 10.1016/j.synbio.2022.04.009. eCollection 2022 Sep.,Yan Y,Synth Syst Biotechnol,2022,2022/5/23,PMC9112060,,10.1016/j.synbio.2022.04.009
35546152,Discovery and characterization of a terpene biosynthetic pathway featuring a norbornene-forming Diels-Alderase,"Sun Z, Jamieson CS, Ohashi M, Houk KN, Tang Y.",Nat Commun. 2022 May 11;13(1):2568. doi: 10.1038/s41467-022-30288-6.,Sun Z,Nat Commun,2022,2022/5/13,PMC9095873,,10.1038/s41467-022-30288-6
35480638,The molecular mechanism of P450-catalyzed amination of the pyrrolidine derivative of lidocaine: insights from multiscale simulations,"Wang C, Wu P, Wang Z, Wang B.",RSC Adv. 2021 Aug 16;11(44):27674-27680. doi: 10.1039/d1ra04564d. eCollection 2021 Aug 9.,Wang C,RSC Adv,2021,2022/4/28,PMC9037892,,10.1039/d1ra04564d
35355836,Cell-Free Total Biosynthesis of Plant Terpene Natural Products using an Orthogonal Cofactor Regeneration System,"Bat-Erdene U, Billingsley JM, Turner WC, Lichman BR, Ippoliti FM, Garg NK, O'Connor SE, Tang Y.",ACS Catal. 2021 Aug 6;11(15):9898-9903. doi: 10.1021/acscatal.1c02267. Epub 2021 Jul 23.,Bat-Erdene U,ACS Catal,2021,2022/3/31,PMC8963176,NIHMS1738861,10.1021/acscatal.1c02267
35326172,Enzymatic Epoxidation of Long-Chain Terminal Alkenes by Fungal Peroxygenases,"Babot ED, Aranda C, Kiebist J, Scheibner K, Ullrich R, Hofrichter M, Martínez AT, Gutiérrez A.",Antioxidants (Basel). 2022 Mar 8;11(3):522. doi: 10.3390/antiox11030522.,Babot ED,Antioxidants (Basel),2022,2022/3/25,PMC8944640,,10.3390/antiox11030522
35174659,Transgenic HepaRG cells expressing CYP2D6 as an improved model of primary human hepatocytes,"Okuyama S, Mine A, Nakamura T, Ohasi Y, Seto M, Tada M.",Pharmacol Res Perspect. 2022 Apr;10(2):e00939. doi: 10.1002/prp2.939.,Okuyama S,Pharmacol Res Perspect,2022,2022/2/17,PMC8851295,,10.1002/prp2.939
35108363,Biosynthetic machineries of anthraquinones and bisanthraquinones in Talaromyces islandicus,"Fukaya M, Ozaki T, Minami A, Oikawa H.",Biosci Biotechnol Biochem. 2022 Mar 21;86(4):435-443. doi: 10.1093/bbb/zbac009.,Fukaya M,Biosci Biotechnol Biochem,2022,2022/2/2,,,10.1093/bbb/zbac009
35028185,Novel insights into conjugation of antitumor-active unsymmetrical bisacridine C-2028 with glutathione: Characteristics of non-enzymatic and glutathione S-transferase-mediated reactions,"Potęga A, Kosno M, Mazerska Z.",J Pharm Anal. 2021 Dec;11(6):791-798. doi: 10.1016/j.jpha.2021.03.014. Epub 2021 Apr 5.,Potęga A,J Pharm Anal,2021,2022/1/14,PMC8740389,,10.1016/j.jpha.2021.03.014
35003829,Engineering P450 TamI as an Iterative Biocatalyst for Selective Late-Stage C-H Functionalization and Epoxidation of Tirandamycin Antibiotics,"Espinoza RV, Haatveit KC, Grossman SW, Tan JY, McGlade CA, Khatri Y, Newmister SA, Schmidt JJ, Garcia-Borràs M, Montgomery J, Houk KN, Sherman DH.",ACS Catal. 2021 Jul 2;11(13):8304-8316. doi: 10.1021/acscatal.1c01460. Epub 2021 Jun 22.,Espinoza RV,ACS Catal,2021,2022/1/10,PMC8739753,NIHMS1740237,10.1021/acscatal.1c01460
34998819,Enzymatic activity on valsartan of 38 CYP2C9 variants from the Chinese population,"Yuan LJ, Qian JC, Li XY, Cui J, Cai JP, Hu GX.",Chem Biol Interact. 2022 Feb 1;353:109799. doi: 10.1016/j.cbi.2022.109799. Epub 2022 Jan 5.,Yuan LJ,Chem Biol Interact,2022,2022/1/9,,,10.1016/j.cbi.2022.109799
34979083,Characterization of a Cleavable Fusion of Human CYP24A1 with Adrenodoxin Reveals the Variable Role of Hydrophobics in Redox Partner Binding,"Jay N, Duffy SR, Estrada DF.",Biochemistry. 2022 Jan 18;61(2):57-66. doi: 10.1021/acs.biochem.1c00770. Epub 2022 Jan 3.,Jay N,Biochemistry,2022,2022/1/3,PMC8970626,NIHMS1790324,10.1021/acs.biochem.1c00770
34941252,An Enzymatic Platform for Primary Amination of 1-Aryl-2-alkyl Alkynes,"Liu Z, Qin ZY, Zhu L, Athavale SV, Sengupta A, Jia ZJ, Garcia-Borràs M, Houk KN, Arnold FH.",J Am Chem Soc. 2022 Jan 12;144(1):80-85. doi: 10.1021/jacs.1c11340. Epub 2021 Dec 23.,Liu Z,J Am Chem Soc,2022,2021/12/23,PMC8765727,NIHMS1769045,10.1021/jacs.1c11340
34719641,Functional Interaction between Cytochrome P450 and UDP-Glucuronosyltransferase on the Endoplasmic Reticulum Membrane: One of Post-translational Factors Which Possibly Contributes to Their Inter-Individual Differences,"Miyauchi Y, Takechi S, Ishii Y.",Biol Pharm Bull. 2021;44(11):1635-1644. doi: 10.1248/bpb.b21-00286.,Miyauchi Y,Biol Pharm Bull,2021,2021/11/1,,,10.1248/bpb.b21-00286
34678705,Application of liquid chromatography coupled to data-independent acquisition mass spectrometry for the metabolic profiling of N-ethyl heptedrone,"Mazzarino M, Camuto C, Comunità F, de la Torre X, Stacchini C, Botrè F.",J Chromatogr B Analyt Technol Biomed Life Sci. 2021 Nov 15;1185:122989. doi: 10.1016/j.jchromb.2021.122989. Epub 2021 Oct 13.,Mazzarino M,J Chromatogr B Analyt Technol Biomed Life Sci,2021,2021/10/22,,,10.1016/j.jchromb.2021.122989
34663919,Dual-function enzyme catalysis for enantioselective carbon-nitrogen bond formation,"Liu Z, Calvó-Tusell C, Zhou AZ, Chen K, Garcia-Borràs M, Arnold FH.",Nat Chem. 2021 Dec;13(12):1166-1172. doi: 10.1038/s41557-021-00794-z. Epub 2021 Oct 18.,Liu Z,Nat Chem,2021,2021/10/19,,,10.1038/s41557-021-00794-z
34648813,Functional evaluation of vandetanib metabolism by CYP3A4 variants and potential drug interactions in vitro,"Han M, Zhang X, Ye Z, Wang J, Qian J, Hu G, Cai J.",Chem Biol Interact. 2021 Dec 1;350:109700. doi: 10.1016/j.cbi.2021.109700. Epub 2021 Oct 12.,Han M,Chem Biol Interact,2021,2021/10/14,,,10.1016/j.cbi.2021.109700
34643823,A cytochrome P450 CYP81AM1 from Tripterygium wilfordii catalyses the C-15 hydroxylation of dehydroabietic acid,"Wang J, Su P, Gao L, Zhang Y, Wang J, Tu L, Zhao Y, Lu Y, Yin Y, Huang L, Gao W.",Planta. 2021 Oct 13;254(5):95. doi: 10.1007/s00425-021-03743-9.,Wang J,Planta,2021,2021/10/13,,,10.1007/s00425-021-03743-9
34605737,"Role of amino acids at positions 34, 296, and 486 of cytochrome P450 2D6 in the stimulatory and inhibitory effects of psychotropic agents on dopamine formation from p-tyramine","Niwa T, Arima J, Michihiro Y.",Xenobiotica. 2021 Nov;51(11):1229-1235. doi: 10.1080/00498254.2021.1989520. Epub 2021 Oct 14.,Niwa T,Xenobiotica,2021,2021/10/4,,,10.1080/00498254.2021.1989520
34498345,Biosynthesis of Chuangxinmycin Featuring a Deubiquitinase-like Sulfurtransferase,"Zhang X, Xu X, You C, Yang C, Guo J, Sang M, Geng C, Cheng F, Du L, Shen Y, Wang S, Lan H, Yang F, Li Y, Tang YJ, Zhang Y, Bian X, Li S, Zhang W.",Angew Chem Int Ed Engl. 2021 Nov 8;60(46):24418-24423. doi: 10.1002/anie.202107745. Epub 2021 Oct 7.,Zhang X,Angew Chem Int Ed Engl,2021,2021/9/9,,,10.1002/anie.202107745
34453831,Metabolic Pathways for S-Metolachlor Detoxification Differ Between Tolerant Corn and Multiple-Resistant Waterhemp,"Strom SA, Hager AG, Concepcion JCT, Seiter NJ, Davis AS, Morris JA, Kaundun SS, Riechers DE.",Plant Cell Physiol. 2021 Dec 10;62(11):1770-1785. doi: 10.1093/pcp/pcab132.,Strom SA,Plant Cell Physiol,2021,2021/8/28,PMC8664635,,10.1093/pcp/pcab132
34442334,Functional Characterization of 21 Rare Allelic CYP1A2 Variants Identified in a Population of 4773 Japanese Individuals by Assessing Phenacetin O-Deethylation,"Kumondai M, Gutiérrez Rico EM, Hishinuma E, Nakanishi Y, Yamazaki S, Ueda A, Saito S, Tadaka S, Kinoshita K, Saigusa D, Nakayoshi T, Oda A, Hirasawa N, Hiratsuka M.",J Pers Med. 2021 Jul 22;11(8):690. doi: 10.3390/jpm11080690.,Kumondai M,J Pers Med,2021,2021/8/27,PMC8401128,,10.3390/jpm11080690
34313131,Theoretical Investigation on the Elusive Reaction Mechanism of Spirooxindole Formation Mediated by Cytochrome P450s: A Nascent Feasible Charge-Shift C-O Bond Makes a Difference,"Chen H, Zhou A, Sun D, Zhao Y, Wang Y.",J Phys Chem B. 2021 Aug 5;125(30):8419-8430. doi: 10.1021/acs.jpcb.1c04088. Epub 2021 Jul 27.,Chen H,J Phys Chem B,2021,2021/7/27,,,10.1021/acs.jpcb.1c04088
34298098,Ameliorative effects of fisetin in letrozole-induced rat model of polycystic ovary syndrome,"Mihanfar A, Nouri M, Roshangar L, Khadem-Ansari MH.",J Steroid Biochem Mol Biol. 2021 Oct;213:105954. doi: 10.1016/j.jsbmb.2021.105954. Epub 2021 Jul 21.,Mihanfar A,J Steroid Biochem Mol Biol,2021,2021/7/23,,,10.1016/j.jsbmb.2021.105954
34289431,Synthesis and interaction of terminal unsaturated chemical probes with Mycobacterium tuberculosis CYP124A1,"Díaz-Storani L, Clary AA, Moreno DM, Ballari MS, Porta EOJ, Bracca ABJ, Johnston JB, Labadie GR.",Bioorg Med Chem. 2021 Aug 15;44:116304. doi: 10.1016/j.bmc.2021.116304. Epub 2021 Jul 8.,Díaz-Storani L,Bioorg Med Chem,2021,2021/7/21,,,10.1016/j.bmc.2021.116304
